business_id,business_name,business_address,business_postal_code,inspection_date,inspection_score,inspection_type,violation_description,risk_category,current_supervisor_districts
3121,Le Central Bistro Corp,453 Bush St,94108,2019-02-14,80.0,Routine - Unscheduled,Improper cooling methods,High Risk,3.0
3374,Daily Grill,347 Geary St,94102,2019-07-25,74.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
39776,Duc Loi Supermarket,2200 MISSION St,94110,2018-03-20,63.0,Routine - Unscheduled,High risk vermin infestation,High Risk,2.0
10877,CHINA FIRST INC.,336 CLEMENT ST,94118,2018-01-09,81.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,4.0
3613,IL PIRATA,2007 16th St,94103,2017-11-16,68.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,9.0
3484,BOULEVARD,1 MISSION St,94105,2019-08-29,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
24572,S & T Hong Kong Seafood,2588 Noriega St,94122,2018-11-29,81.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,7.0
11289,STARBUCKS,280 KING STREET,94107,2018-03-07,90.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,10.0
665,BRAZEN HEAD RESTAURANT,3166 Buchanan St,94123,2016-10-05,83.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,6.0
25374,Cafe Destiji,1075 Front St,94111,2019-02-05,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
59826,JANNAH,1775 FULTON St,94117,2019-02-07,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,11.0
2243,Cafe Claude,7 Claude Ln,94108,2019-05-16,91.0,Routine - Unscheduled,Improper cooling methods,High Risk,3.0
5191,HAIGHT ASHBURY FOOD PROGRAM,1525 Waller St,94117,2018-03-22,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,11.0
26341,"Natural Market, Inc.",2201 PINE St,94115,2019-07-31,96.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,11.0
59331,The Lunch Box,50 Phelan Ave.,94112,2019-01-30,85.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,8.0
38458,Kissa Ko,1581 Webster St #195,94115,2018-06-06,92.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,11.0
2599,HONG KONG RESTAURANT,2728 SAN BRUNO Ave,94134,2019-07-23,74.0,Routine - Unscheduled,High risk food holding temperature,High Risk,2.0
320,NAPOLI PIZZA RESTAURANT,1045 POLK St,94109,2019-03-14,88.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,3.0
11034,RITA'S CATERING TRUCK,100 Alemany Blvd,94112,2018-12-20,72.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,2.0
5912,ARGONNE ALTERNATIVE ELEMENTARY SCHO,680 18th Ave,94118,2017-04-12,96.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,4.0
2263,TAIWAN RESTAURANT,445 CLEMENT St,94118,2018-05-14,65.0,Routine - Unscheduled,Improper food storage,Low Risk,4.0
61641,Donairo's Pizza,6905 Geary Blvd,94121,2019-04-16,94.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk,4.0
31568,Taqueria El Sol #2,595 Geary St,94102,2019-02-27,81.0,Routine - Unscheduled,Improper cooling methods,High Risk,10.0
628,EL BURRITO EXPRESS #2,1812 DIVISADERO St,94115,2019-07-29,79.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,6.0
1350,KING OF THAI NOODLE HOUSE,639 CLEMENT St,94118,2018-05-16,81.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0
1508,Nonna Rose Restaurant,Foot of Taylor St #7,94133,2019-04-16,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
386,ADELITA'S CAKES,3780 MISSION St,94110,2017-11-16,84.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,5.0
1734,SAI JAI THAI,771 O'FARRELL St,94109,2017-11-20,87.0,Routine - Unscheduled,Improper food storage,Low Risk,10.0
7762,Liguria Bakery,1700 Stockton St,94133,2018-06-22,83.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,3.0
2384,TWO JACKS SEAFOOD,401 HAIGHT St,94117,2019-05-07,91.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,11.0
18616,Kate O'Brien's,579 HOWARD St,94105,2019-03-05,87.0,Routine - Unscheduled,Improper reheating of food,High Risk,10.0
3373,New Delhi Restaurant,160 Ellis St,94102,2017-02-23,82.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,10.0
3862,IMPERIAL GARDEN SEAFOOD RESTAURANT,2626 SAN BRUNO Ave,94134,2017-09-05,73.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,2.0
7394,TORINO MARKET,4830 03rd St,94124,2017-01-10,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,9.0
1777,Pete's Deli & Cafe,1661 Divisadero St,94115,2019-03-19,81.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,11.0
4509,AFC SUSHI @ SAFEWAY 1507,2020 MARKET St,94114,2017-02-09,89.0,Routine - Unscheduled,Improper cooling methods,High Risk,5.0
64380,Michael Mina Restaurant,252 California St,94111,2019-05-30,88.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,3.0
58576,Thanh Tam II,577 Valencia St.,94103,2019-04-16,72.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,2.0
5039,PRESIDIO THEATRE,2340 CHESTNUT St,94123,2017-03-14,86.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,6.0
40144,Humphry Slocombe Ice Cream,2790 A Harrison St,94110,2017-04-19,91.0,Routine - Unscheduled,High risk vermin infestation,High Risk,2.0
38072,6001 California Market,6001 California St,94121,2017-08-03,73.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,4.0
4798,M & M SHORTSTOP,2145 GENEVA Ave,94134,2017-09-13,84.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,9.0
21921,Cocobang,550 Taylor St,94102,2016-12-30,69.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,3.0
59040,Sun Stream Coffee,2884 Geary Blvd,94118,2019-08-16,88.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,6.0
5892,MISSION HIGH SCHOOL,3750 18th St,94114,2016-11-04,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0
38564,Chili Lemon Garlic,518 Bryant St,94107,2019-08-22,87.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,10.0
1122,STARBUCKS COFFEE #531,2132 CHESTNUT St,94123,2016-10-14,86.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,6.0
551,Gordo Taqueria #1,2252 Clement St,94121,2017-06-21,76.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk,4.0
1304,RAIN TREE CAFE,654 IRVING St,94122,2018-01-31,79.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,11.0
7055,EVERGREEN MARKET,2539 MISSION St,94110,2019-07-30,82.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,2.0
64161,House of Thai,901 LARKIN ST,94109,2018-04-16,96.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
34814,The Irish Bank Bar & Restaurant,10 Mark Ln,94108,2019-02-19,82.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
3926,"Espetus Churrascaria, Inc.",1686 MARKET St,94102,2016-11-29,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,11.0
5998,CENTRO LATINO DE SAN FRANCISCO,1656 15th St,94103,2019-04-22,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
33125,L & L Hawaiian Barbecue,312 Kearny St,94108,2019-08-21,75.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
4643,CHEUNG HING CHINESE DELI & MEAT INC,323 Clement St,94118,2018-01-09,83.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,4.0
38566,Tropisueño,75 Yerba Buena Ln,94103,2017-12-06,81.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,10.0
1249,KABABAYAN FAST FOOD,2706 MISSION St,94110,2019-07-08,75.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,2.0
4533,Gourmet Delight,1045 Stockton St,94108,2017-08-01,79.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
3196,United Irish Cultural Center,2700 45th Ave,94116,2018-01-18,90.0,Routine - Unscheduled,Improper food storage,Low Risk,7.0
25162,Westin St Francis - Oak Room/Banquet,335 Powell St Lobby,94102,2019-06-10,92.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
1724,CAFE MUMS,1800 SUTTER St,94115,2018-05-07,77.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,11.0
64161,House of Thai,901 LARKIN ST,94109,2018-10-23,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk,10.0
4533,Gourmet Delight,1045 Stockton St,94108,2016-12-20,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.0
949,BUFFALO BURGERS RESTAURANT,5317-19 Geary Blvd,94121,2019-02-15,87.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,4.0
2750,HAMANO SUSHI,1332 CASTRO St,94114,2018-08-01,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,5.0
39667,Peet's Coffee & Tea,595 Market St  Suite #143,94105,2017-03-08,83.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,10.0
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,94112,2018-01-25,85.0,Routine - Unscheduled,Improper cooling methods,High Risk,1.0
61460,Pera,1457 18th St,94107,2017-01-24,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,9.0
95,VEGA PIZZERIA,419 CORTLAND Ave,94110,2017-03-07,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,2.0
1249,KABABAYAN FAST FOOD,2706 MISSION St,94110,2017-10-02,78.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
18940,Bruno's,2389 MISSION St,94110,2018-03-16,94.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
2777,Starbucks Coffee,052 California St,94111,2019-05-16,92.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,3.0
62768,19th Ave Shell,1200 19th Ave,94122,2018-04-30,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,7.0
7207,GOLDEN PRODUCE,172 CHURCH St,94114,2017-01-05,92.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,5.0
3621,JIM'S RESTAURANT,2420 MISSION St,94110,2019-04-18,87.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2.0
3557,Herlen Place,334 Grant Ave,94108,2018-02-06,90.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
10433,Cafe La Taza,470 Post St,94102,2017-07-28,86.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
20291,Hazel's Kitchen,1319 18th St,94107,2017-10-12,89.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,9.0
19003,Panchitas Restaurant,3091 16th St,94103,2017-08-01,62.0,Routine - Unscheduled,High risk vermin infestation,High Risk,2.0
1870,Cafe Tiramisu,28 Belden Pl,94104,2017-09-13,74.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
32698,Hunan Cafe #2,4450 CABRILLO St,94121,2018-04-19,84.0,Routine - Unscheduled,Improper food storage,Low Risk,4.0
36786,Muracci's Japanese Restaurant,307 Kearny St,94108,2018-01-26,75.0,Routine - Unscheduled,Improper cooling methods,High Risk,3.0
7528,Encinal,Pier 41,94133,2018-01-19,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
4607,New Golden Daisy,1041 Stockton St,94108,2017-02-28,84.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,3.0
2758,OSTERIA,3277 SACRAMENTO St,94115,2019-05-08,90.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,6.0
26025,Eureka Restaurant & Lounge,4063 18th St,94114,2018-10-10,87.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,5.0
1632,SWEET CHINITO,3100 MISSION St,94110,2017-08-30,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
2343,GRAND MISSION DONUT & BAKERY,2195 MISSION St,94110,2017-10-30,91.0,Routine - Unscheduled,Unauthorized or unsafe use of time as a public health control measure,High Risk,2.0
59638,JR. Seafood LLC,310 Bayshore Blvd,94124,2019-04-25,92.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,2.0
15738,Lao Table,149 2nd St,94105,2019-06-13,80.0,Routine - Unscheduled,Improper cooling methods,High Risk,10.0
3547,Golden Star Vietnamese Restaurant,11 Walter U Lum Pl,94108,2019-07-23,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
3870,LA ALTENA,3346 MISSION St,94110,2016-11-29,82.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
2454,San Jalisco,901 South Van Ness Ave,94110,2018-01-24,90.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
4959,THAT'S IT MARKET,2699 Mission St,94110,2019-07-22,87.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,2.0
4794,VICTOR'S,210 TOWNSEND St,94107,2019-05-29,87.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,10.0
3651,PANCHO VILLA,3071 16th St,94103,2019-03-21,90.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,2.0
7216,El Chico Produce Market #2,4600 Mission St,94112,2017-05-02,76.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,1.0
33920,Lalita Thai Restaurant & Bar,96 McAllister St,94102,2019-02-12,96.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,10.0
3850,Thai House Express On Castro,599 Castro,94114,2019-09-24,88.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,5.0
7512,Superette Market,128 EDDY ST,94102,2018-06-05,88.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,10.0
3048,Crustacean,1475 Polk St,94109,2016-10-18,76.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
2360,LA TAQUERIA,2889 MISSION St,94110,2017-09-20,87.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,2.0
3016,"R & G Executive Lounge, Inc",631 Kearny St,94108,2018-10-11,74.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,3.0
32578,Peet's Coffee & Tea,1 California St,94111,2019-05-03,88.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,3.0
428,Caffe Ambrosia,14 Trinity Pl,94104,2017-10-26,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
34591,La Laguna,3906 03rd St,94124,2019-08-21,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,9.0
32736,Maru Sushi,529 Powell St,94102,2019-05-29,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
38259,Amber India Corporation,25 Yerba Buena Ln,94103,2019-04-15,88.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,10.0
33911,B Star,127 CLEMENT St,94118,2016-10-06,68.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,4.0
36687,Jay's Cheesesteak,3285 21st St,94110,2018-01-23,89.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,2.0
438,Hawaii West,729 Vallejo St,94133,2018-12-18,77.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
2280,SAKANA BUNE RESTAURANT,5701 GEARY Blvd,94121,2018-02-22,83.0,Routine - Unscheduled,Other low risk violation,Low Risk,4.0
744,Cafe Bellini,865 MARKET St C45,94103,2019-02-04,98.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,10.0
1075,"SANDWICH PLACE, THE",2029 MISSION St,94110,2018-04-27,89.0,Routine - Unscheduled,High risk food holding temperature,High Risk,2.0
155,CAFE COLE,609 Cole St,94117,2017-02-27,79.0,Routine - Unscheduled,High risk vermin infestation,High Risk,11.0
7772,LA REYNA BAKERY,3114 24th St,94110,2017-05-11,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,2.0
36378,Work of Art Catering,1226 FOLSOM St,94103,2019-09-10,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,10.0
217,PROGRESSIVE GROUNDS,400 CORTLAND Ave,94110,2017-03-30,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
59935,Zantes Pizza,3489 MISSION St,94110,2019-09-04,86.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
3522,Bow Hon Restaurant,850 Grant Ave,94108,2019-09-10,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,3.0
5301,Tacos San Buena,2598 Harrison St,94110,2019-03-04,81.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,2.0
37304,Balompie Cafe No. 3 Inc.,3801 Mission St,94110,2018-01-03,76.0,Routine - Unscheduled,Improper cooling methods,High Risk,2.0
1322,"LA MEDITERRANEE I, INC.",2210 FILLMORE St,94115,2017-11-28,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,6.0
1582,Caffe Bianco,39 Sutter St,94104,2019-07-12,78.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,3.0
5827,HILLCREST ELEMENTARY SCHOOL,810 SILVER Ave,94134,2019-09-03,88.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
3190,NORIEGA TERIYAKI HOUSE,1755 NORIEGA St,94122,2018-03-07,81.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,7.0
5817,LAKESHORE ELEMENTARY SCHOOL,220 MIDDLEFIELD Dr,94132,2017-01-18,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,8.0
9652,TOWN HALL RESTAURANT,342 HOWARD STREET,94105,2018-02-22,89.0,Routine - Unscheduled,Inadequate procedures or records for time as a public health control,Moderate Risk,10.0
18047,Las Palmeras,2721 Mission St,94110,2018-08-06,75.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,2.0
38070,Jasmine Garden LLC,708 14th St,94114,2018-10-26,82.0,Routine - Unscheduled,Improper food storage,Low Risk,5.0
3309,ALBORZ,1245 VAN NESS Ave,94109,2016-11-01,67.0,Routine - Unscheduled,Sewage or wastewater contamination,High Risk,6.0
9869,Donut World,1399 09th Ave,94122,2019-04-11,94.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,7.0
588,BURRITO EXPRESS,1601 TARAVAL St,94116,2019-06-05,84.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,7.0
2135,HOWARD STREET COFFEE ROASTERY CAFE,180 HOWARD St,94105,2019-05-15,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,10.0
37658,Jack In The Box #556,366 Bayshore Blvd,94124,2018-06-12,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,2.0
32818,Quality Gas For Your Car Arco AM/PM,5898 Mission St,94112,2017-11-16,92.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk,1.0
60473,Dong Baek Korean Restaurant,631 O'Farrell St,94109,2018-05-15,87.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,10.0
3591,TON KIANG RESTAURANT #2,5821 GEARY Blvd,94121,2018-03-26,79.0,Routine - Unscheduled,Improper food storage,Low Risk,4.0
2358,TAQUERIA SAN JOSE #1,2830 MISSION St,94110,2018-09-18,87.0,Routine - Unscheduled,Improper reheating of food,High Risk,2.0
1641,MARTHA & BROS. COFFEE CO,1551 Church St,94131,2017-06-27,77.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,5.0
2189,PRINCESS BAKERY,4617 MISSION St,94112,2017-09-25,77.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,1.0
892,Happy Donuts,100 Bush St #101,94104,2018-10-22,86.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
3167,MING'S DINER,2129 Taraval St,94116,2018-06-13,59.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,7.0
64859,Modera Liquor & Wine,4401 Geary Blvd,94118,2019-04-26,96.0,Routine - Unscheduled,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,4.0
3014,Far East Cafe,631 Grant Ave,94108,2018-08-20,73.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
38307,Tanguito,2850 Jones St,94133,2017-07-11,90.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk,3.0
6625,House of Coffee,1618 Noriega St,94122,2018-01-08,96.0,Routine - Unscheduled,Improper food storage,Low Risk,7.0
5011,STARBUCKS COFFEE CO,1231 MARKET St,94103,2019-09-10,98.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
2085,KENTUCKY FRIED CHICKEN #249,691 EDDY St,94109,2017-09-20,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
9103,Marketbar,1 Ferry Building #36,94111,2016-12-02,89.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
32925,Papalote,3409 24th St,94110,2019-08-21,87.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,5.0
1584,ESPERPENTO RESTAURANT,3295 22nd St,94110,2017-08-24,77.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
36014,CATCH,2362 MARKET St,94114,2017-01-10,92.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,5.0
3437,Fog Harbor Fish House,Pier 39  Space A202,94133,2019-03-25,92.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
2469,Okoze Sushi,1207 Union St,94109,2016-10-18,98.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
5903,Yick Wo Elementary School,2245 Jones St,94109,2018-03-02,96.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk,3.0
2117,Sakana,605 Post St,94109,2017-06-26,96.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
1487,PEET'S COFFEE & TEA,101 02nd St 150,94105,2018-01-25,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
26340,VIP Coffee & Cake Shop,671 Broadway St,94133,2018-05-14,85.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
1837,Cafe Bastille,22 Belden Pl,94104,2018-10-30,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,3.0
1366,CAFE LA TAZA,2475A MISSION,94110,2018-02-06,81.0,Routine - Unscheduled,Improper food storage,Low Risk,2.0
33468,Stacks Restaurant,501 Hayes St,94102,2016-10-04,84.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,11.0
33096,Papalote Mexican Grill,1777 Fulton St,94117,2018-09-25,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,11.0
59833,Manhattan Hub Inc,343 Sansome St Suite 140,94104,2017-01-10,69.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,3.0
4618,Market May Flower & Deli,985 Bush St,94109,2019-06-24,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
58573,Haus Coffee,3086 24th St,94110,2018-03-19,94.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
63047,Roam Artisan Burgers,1785 UNION St,94123,2017-12-19,92.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,6.0
62688,Auntie April's,4618 03rd St,94124,2018-05-24,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,9.0
7635,SURFSIDE LIQUORS,950 Innes Ave,94124,2018-04-11,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,9.0
39119,Brothers Restaurant,4128 GEARY Blvd,94118,2018-01-17,85.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,4.0
3522,Bow Hon Restaurant,850 Grant Ave,94108,2016-12-05,78.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,3.0
3951,KIRIN RESTAURANT,6135 GEARY Blvd,94121,2018-06-28,76.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,4.0
62597,J J Fish & Chicken,5100 03rd St,94124,2018-08-14,77.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,9.0
3458,Raven Bar,1151 Folsom St.,94103,2018-07-24,96.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,10.0
33467,"California Pizza Kitchen, Inc.",53 03rd St,94103,2019-03-06,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
14910,Petite Auberge,863 Bush St,94108,2019-04-25,93.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,3.0
2721,Red Jade Restaurant,245 Church St.,94114,2017-08-16,80.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,5.0
2980,PUERTO ALEGRE,546 Valencia St,94110,2018-02-15,89.0,Routine - Unscheduled,Improper reheating of food,High Risk,5.0
18855,Mission Creek Senior Community,225 Berry St,94107,2016-11-29,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,10.0
64092,Moyo's Yogurt,1737 Post St #367,94115,2019-08-22,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,11.0
62735,China Express Deli,2732 MISSION St,94110,2019-07-02,73.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
4539,PEET'S COFFEE & TEA,054 WEST PORTAL Ave,94127,2017-11-01,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,8.0
61499,The Plant Cafe Organic,101 California St,94111,2019-09-03,87.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,3.0
64484,Twirl and Dip,335 Martin Luther King Jr Dr,94118,2018-06-14,94.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,10.0
1366,CAFE LA TAZA,2475A MISSION,94110,2017-07-25,74.0,Routine - Unscheduled,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk,2.0
