business_id,business_name,business_address,business_postal_code,inspection_date,inspection_score,inspection_type,violation_description,risk_category,current_supervisor_districts
37833,Hollow,1435 Irving St,94122,2019-04-26,92.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,11.0
7461,PACIFIC HEIGHTS CHEVRON,2500 CALIFORNIA St,94115,2018-02-06,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,6.0
4449,Universal Bakery Inc.,3458 MISSION St,94110,2019-09-09,82.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
12768,VASQUEZ COFFEE CO,50 MENDELL STREET #1,94124,2017-11-20,90.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,9.0
3738,CINDERELLA BAKERY & CAFE,0436 BALBOA St,94118,2017-08-21,91.0,Routine - Unscheduled,High risk food holding temperature,High Risk,4.0
18606,Sheba Restaurant & Lounge,1419 Fillmore St,94115,2019-03-06,84.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,11.0
7661,DONA TERE'S MARKET,2780 21st St,94110,2017-11-27,83.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
3496,Bohemian Club,624 Taylor St,94102,2016-12-02,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
62779,SF Third Street Shell,551 03rd St,94107,2019-08-27,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
768,MOSHI MOSHI,2092 03rd St,94107,2017-01-24,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,9.0
3072,"HOTEL UTAH SALOON, THE",500 04th St,94107,2018-02-08,90.0,Routine - Unscheduled,Inadequate dressing rooms or improper storage of personal items,Low Risk,10.0
463,Sam's Pizza,618 Broadway St,94133,2018-04-23,88.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
5801,FLYNN ELEMENTARY SCHOOL,3125 CESAR CHAVEZ St,94110,2019-02-19,96.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,2.0
32872,Matador,679 Sutter St,94102,2017-10-31,96.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
39608,Balboa Teriyaki,3536 BALBOA St,94121,2019-03-14,87.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,4.0
3868,BARNEY'S,4138 24th St,94114,2019-06-06,89.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,5.0
2156,GOAT HILL PIZZA,300 CONNECTICUT St,94107,2019-05-21,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,9.0
2234,Kam Lok Restaurant,834 Washington St,94108,2016-10-18,83.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
1350,KING OF THAI NOODLE HOUSE,639 CLEMENT St,94118,2019-06-07,71.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,4.0
58879,Tony's Pizza,1570 Stockton St,94133,2019-03-14,92.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk,3.0
57755,Events Management @ Legion of Honor,100 34th Ave,94121,2018-04-25,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,4.0
4762,Chowder Hut,2890 Taylor St,94133,2018-06-11,94.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
1203,TAWAN'S THAI FOOD,4403 GEARY Blvd,94118,2018-08-02,77.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,4.0
16329,Oscar Burger & Deli,1850 Cesar Chavez St,94124,2019-08-06,80.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk,9.0
1831,B44,44 Belden Pl,94104,2018-10-31,81.0,Routine - Unscheduled,Improper food storage,Low Risk,3.0
58628,Players,Pier 39  Space L-11,94133,2017-11-01,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
3070,FLOWER MARKET CAFE,698 BRANNAN St,94107,2017-07-25,75.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,10.0
39119,Brothers Restaurant,4128 GEARY Blvd,94118,2019-06-26,90.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,4.0
5870,CARMICHAEL ELEMENTARY SCHOOL,55 SHERMAN St,94103,2018-10-18,90.0,Routine - Unscheduled,Improper food storage,Low Risk,10.0
3211,PHO HUYNH HIEP II,1833 IRVING St,94122,2018-09-05,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,7.0
21101,William Cross Wine Merchants,2253 Polk St,94109,2017-12-15,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
6564,HWA LEI MARKET,2970 A 16th St,94103,2019-07-24,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
10990,Tak Kee Lee Restaurant,2435 Noriega St,94122,2016-11-14,84.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,7.0
480,Mo's Grill,1322 Grant Ave,94133,2017-10-16,80.0,Routine - Unscheduled,Improper reheating of food,High Risk,3.0
2233,The AA Bakery & Cafe,1068 Stockton St,94108,2017-11-08,87.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk,3.0
2421,ST FRANCIS FOUNTAIN,2801 24th St,94110,2019-03-21,87.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,2.0
2733,New Mangia Tutti Ristorante,635 Clay St,94111,2019-03-20,85.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,3.0
18825,Fresca Restaurant,3945 24th St,94114,2019-09-18,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,5.0
60737,Parkside Tavern,1940 TARAVAL St,94116,2019-05-29,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,7.0
1778,Academy Bar & Kitchen,1800 Fillmore St,94115,2018-09-27,91.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,11.0
5859,BURTON HIGH SCHOOL,400 MANSELL St,94134,2019-02-06,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,2.0
2945,New Sun Hong Kong Restaurant,606 Broadway St,94133,2017-12-06,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
2279,Golden Donuts,5401 GEARY Blvd,94121,2017-04-25,96.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,4.0
37792,Auntie Anne's Pretzels,845 Market St Space 201,94103,2018-02-28,96.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,10.0
3743,ROUND TABLE PIZZA RESTAURANT,3567 Geary Blvd,94118,2019-06-05,90.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,4.0
134,Mint,400 McAllister St,94102,2017-02-14,93.0,Routine - Unscheduled,No hot water or running water,High Risk,10.0
854,Firenze By Night,1421 Stockton St,94133,2018-04-18,79.0,Routine - Unscheduled,High risk food holding temperature,High Risk,3.0
2256,BLUE DANUBE COFFEE HOUSE,306 CLEMENT St,94118,2017-01-18,89.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,4.0
7119,LO-COST MEAT MARKET #2,2918 24th St,94110,2019-03-19,72.0,Routine - Unscheduled,High risk vermin infestation,High Risk,2.0
3655,VERDI CLUB,2424A MARIPOSA St,94110,2018-03-16,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,9.0
61823,Sushi Delight,1946 MARKET St,94102,2017-11-02,83.0,Routine - Unscheduled,High risk vermin infestation,High Risk,5.0
1241,Banwich,1105 TARAVAL St,94116,2019-05-23,89.0,Routine - Unscheduled,High risk vermin infestation,High Risk,7.0
386,ADELITA'S CAKES,3780 MISSION St,94110,2019-01-17,68.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0
1926,LINCOLN PARK BAR AND GRILL,300 34th Ave,94121,2016-10-12,86.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,4.0
34181,Coffee Bar 1 LLC,1890 Bryant St #C,94103,2018-03-26,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,2.0
3065,CHA-AM RESTAURANT,701 FOLSOM St,94107,2017-10-19,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
64213,BBC cafe,1485 BAYSHORE Blvd,94124,2017-01-13,92.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,9.0
2709,MELS DRIVE IN,2165 LOMBARD St,94123,2018-05-01,84.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,6.0
5811,MANN MIDDLE SCHOOL,3351 23rd St,94110,2019-03-18,98.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,2.0
7997,COSTCO WHOLESALE,450 10th St,94107,2019-08-01,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
18767,Wonderful Dessert & Cafe,2035 IRVING St,94122,2018-05-02,90.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,7.0
7649,SERV U MARKET,2750 21st St,94110,2017-07-21,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
2352,SMILE'S  B.B.Q.,2619 MISSION St,94110,2018-07-19,90.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
3794,Biscuits & Blues,401 Mason St,94102,2016-11-02,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
816,B & J QUARTER POUNDER BURGERS,6202 03rd St,94124,2017-01-17,85.0,Routine - Unscheduled,Improper cooling methods,High Risk,9.0
1734,SAI JAI THAI,771 O'FARRELL St,94109,2017-06-16,81.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,10.0
3715,WE BE SUSHI,538 Valencia St,94110,2017-09-19,82.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0
2066,Thai Spice Restaurant,1730 Polk St,94109,2018-08-21,92.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk,3.0
5227,Larkin Street Youth Center,869 Ellis St,94109,2017-11-29,96.0,Routine - Unscheduled,Improper food storage,Low Risk,10.0
22177,Bon Appetit @USF- Outtakes,2800 Turk Blvd,94117,2017-12-05,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,4.0
63413,Mymy,1500 California St,94109,2018-05-22,90.0,Routine - Unscheduled,Inadequate sewage or wastewater disposal,Moderate Risk,3.0
64116,Arizmendi Bakery,1268 Valencia St,94110,2018-01-10,88.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk,5.0
1111,SUBWAY 16604,753 POLK St,94109,2018-06-05,87.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk,10.0
6018,3RD BAPTIST FELLOWSHIP HALL,1399 MCALLISTER St,94115,2018-07-11,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,11.0
2427,TAQUERIA EL FAROLITO #3,2950 24th St,94110,2018-01-09,89.0,Routine - Unscheduled,Improper reheating of food,High Risk,2.0
4553,RUTILY'S MARKET,1700 FILBERT St,94123,2017-10-03,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,6.0
63413,Mymy,1500 California St,94109,2017-10-30,94.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,3.0
13428,SAFEWAY #2606,298 KING STREET,94107,2016-11-08,90.0,Routine - Unscheduled,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,10.0
1854,Cafe Venue,218 Montgomery St,94104,2019-04-11,81.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk,3.0
1632,SWEET CHINITO,3100 MISSION St,94110,2019-04-02,87.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,2.0
39113,Green Papaya Restaurant,825 MISSION St,94103,2018-03-19,91.0,Routine - Unscheduled,High risk food holding temperature,High Risk,10.0
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,94115,2019-01-08,80.0,Routine - Unscheduled,High risk vermin infestation,High Risk,11.0
28468,Bella Lucca,418 Geary St,94102,2019-05-22,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,3.0
562,DESTINO RESTAURANT,1815 MARKET St,94103,2019-04-05,89.0,Routine - Unscheduled,Improper cooling methods,High Risk,5.0
64236,Sutter Pub and Restaurant,700 Sutter St,94102,2019-03-05,75.0,Routine - Unscheduled,High risk food holding temperature,High Risk,3.0
59577,Pasta Moto of San Francisco Centre LLC,845 Market St FE6,94103,2019-09-30,81.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,10.0
5212,MARTIN DE PORRES HOUSE OF HOSP,225 Potrero Ave,94103,2017-09-05,84.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,9.0
33940,The Good Life Grocery,1524 20th St,94107,2018-01-30,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,9.0
34395,E Tutto Qua,270 Columbus Ave,94133,2018-05-08,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,3.0
59520,Sugarcane SF,6903 Geary Blvd,94121,2018-04-26,94.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,4.0
1692,Plouf,40 Belden Pl,94104,2017-09-13,81.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,3.0
62702,Comstock Saloon,155 Columbus Ave.,94133,2017-03-17,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
33388,Sushi Kinta,5 Embarcadero Center,94111,2019-03-07,96.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,3.0
4894,SUNRISE MARKET,688 Haight St,94117,2018-05-08,87.0,Routine - Unscheduled,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,11.0
1442,Waterfront Bakery,2801 Leavenworth St,94133,2019-06-06,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,6.0
33442,Miller's East Coast Deli,1725 Polk St,94109,2018-07-19,83.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,3.0
2044,Joanie's Diner Inc.,1329 Columbus Ave,94133,2019-06-25,96.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,6.0
2601,Last Drop Tavern,550 3 St,94108,2019-01-18,79.0,Routine - Unscheduled,Improper cooling methods,High Risk,3.0
63940,Mi Pueblito Market,2765 Mission St,94110,2017-02-02,88.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk,2.0
4656,STARBUCKS COFFEE CO,120 04th St,94103,2019-01-22,96.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,10.0
34662,Horizon Restaurant,498 Broadway St,94133,2018-04-30,89.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk,3.0
63918,Cotogna,490 Pacific Ave,94133,2019-08-23,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk,3.0
4469,Boudin Restaurant,160 Jefferson  2nd floor,94133,2019-05-23,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.0
1337,Sabor De San Miguel,3263 MISSION St,94110,2016-11-03,88.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,2.0
2249,Ramzi's Cafe,0044 Montgomery St  LL1,94104,2017-12-04,88.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk,3.0
5605,CALIF PACIFIC MEDICAL CTR - CART,2333 BUCHANAN St,94115,2017-07-21,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,6.0
5124,PIZZA HUT #758280,728 GEARY St,94109,2016-12-27,96.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk,10.0
5033,DESTINATION BAKING COMPANY,598 Chenery St,94131,2018-08-03,83.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,5.0
64814,My Ivy Corp.,1901 DIVISADERO St,94115,2019-01-14,92.0,Routine - Unscheduled,Improper food storage,Low Risk,6.0
25161,Westin St Francis - Main Kitchen,335 Powell St 2nd Floor,94102,2017-03-08,92.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk,3.0
33378,Giraffe Cart,1 Zoo Rd,94132,2017-08-15,90.0,Routine - Unscheduled,Mobile food facility stored in unapproved location,Moderate Risk,8.0
37166,Luce Restaurant &  Bar,888 Howard St 1st Floor,94103,2016-12-15,92.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk,10.0
63651,SFDH - Employee Cafeteria,450 Powell St Basement,94102,2019-02-12,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
7276,RADMAN'S PRODUCE MARKET,201D TURK St,94102,2017-09-22,94.0,Routine - Unscheduled,Improper food storage,Low Risk,10.0
18047,Las Palmeras,2721 Mission St,94110,2017-01-26,72.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk,2.0
3861,CINCO DE MAYO TAQUERIA & GROCERY,2426 SAN BRUNO Ave,94134,2019-09-03,83.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,2.0
5016,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,94133,2019-08-16,78.0,Routine - Unscheduled,Contaminated or adulterated food,High Risk,3.0
3328,Gary Danko,800 North Point St,94109,2018-02-22,98.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,6.0
3626,Beretta,1199 VALENCIA St,94110,2019-05-23,96.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,2.0
835,Kam Po Kitchen,801 Broadway St,94133,2017-11-14,86.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,3.0
1952,Han Bat Korean Restaurant,2001 TARAVAL St,94116,2016-12-20,94.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk,7.0
36687,Jay's Cheesesteak,3285 21st St,94110,2017-07-20,80.0,Routine - Unscheduled,High risk food holding temperature,High Risk,2.0
5880,Francisco Middle School,2190 Powell St,94133,2019-02-27,98.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,3.0
39052,Specialty's Cafe & Bakery,150 SPEAR St,94105,2019-03-20,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk,10.0
403,HAAGEN-DAZS #561,865 MARKET St,94103,2019-08-22,88.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk,10.0
4559,PACIFIC FOOD MART,2199 SUTTER St,94115,2018-05-02,89.0,Routine - Unscheduled,No hot water or running water,High Risk,11.0
792,Boudin Bakery,Pier 39  Front,94133,2017-07-13,85.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk,3.0
151,BUS STOP PIZZA #1,256 Divisadero St,94117,2018-05-14,81.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,11.0
5884,Gordon J Lau Elementary School,950 Clay St,94108,2019-09-06,93.0,Routine - Unscheduled,High risk food holding temperature,High Risk,3.0
14285,Lee's Deli,75 Battery St,94111,2016-12-27,78.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk,3.0
3280,HARRY'S BAR,2020 FILLMORE St,94115,2018-01-29,82.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk,6.0
39708,Perry's Embarcadero,155 STEUART St,94105,2019-06-27,83.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,10.0
1959,EBISU RESTAURANT,1283 09th Ave,94122,2018-01-30,87.0,Routine - Unscheduled,Improper food storage,Low Risk,7.0
